,title,date,content,link
38,"Thailand expects Tesla, Google, Microsoft to invest $5 billion -prime minister By Reuters","Published Sep 24, 2023 01:45AM ETUpdated Sep 24, 2023 01:50AM ET","BANGKOK (Reuters) - Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla (NASDAQ:TSLA), Google (NASDAQ:GOOGL) and Microsoft (NASDAQ:MSFT).""Tesla would be looking into an EV manufacturing facility, Microsoft and Google are looking at data centres,"" he said, without detailing whether the $5 billion was expected to be a combined investment or made individually by each company.Tesla, Google and Microsoft did not respond immediately to requests for comment.Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow by 2.8% this year, less than previously projected, due to weaker exports. Srettha spoke with Tesla CEO Elon Musk last week about the electric vehicle sector. Thailand, Asia's fourth-largest automobile assembly hub, has been offering incentives to EV and battery makers, and tax cuts to local EV buyers, to remain a regional auto centre.  
",https://www.investing.com/news/stock-market-news/thailand-expects-tesla-google-microsoft-to-invest-5-billion-prime-minister-3181190#comments
39,"Striking writers, Hollywood studios to meet on Sunday as talks stretch on By Reuters","Published Sep 23, 2023 11:17PM ET","(Reuters) - Negotiators for the striking Writers Guild of America (WGA) and Hollywood studios will meet again on Sunday after a fourth day of talks failed to reach a deal.The WGA and the Alliance of Motion Picture and Television Producers (AMPTP), which represents studios like Walt  Disney  (NYSE:DIS), Netflix (NASDAQ:NFLX) and other media companies, held talks on Saturday as the strike reached its 145th day.Writers walked off the job in early May after negotiations failed to agree on compensation, minimum staffing of writers' rooms, the use of artificial intelligence and residuals that reward writers for popular streaming shows.The SAG-AFTRA union, comprising 160,000 members from actors to stunt performers, joined the writers in July, calling for a work stoppage and putting Hollywood into two simultaneous strikes for the first time in 63 years.  
",https://www.investing.com/news/stock-market-news/striking-writers-hollywood-studios-to-meet-on-sunday-as-talks-stretch-on-3181089
40,Inside Vietnam's plans to dent China's rare earths dominance By Reuters,"Published Sep 24, 2023 09:05PM ETUpdated Sep 24, 2023 09:31PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Francesco Guarascio and Khanh VuHANOI (Reuters) - Vietnam plans to restart its biggest rare-earths mine next year with a Western-backed project that could rival the world's largest, according to two companies involved, as part of a broader push to dent China's dominance in a sector that helps power advanced technologies.The move would be a step toward the Southeast Asian country's aim of building up a rare-earths supply chain, including developing its capacity to refine ores into metals used in magnets for electric vehicles, smartphones and wind turbines.As an initial step, Vietnam's government intends to launch tenders for multiple blocks of its Dong Pao mine before the year's end, said Tessa Kutscher, an executive at Australia's Blackstone (NYSE:BX) Minerals Ltd, which plans to bid for at least one concession. She cited unpublished information from Vietnam's Ministry of Natural Resources and Environment, which did not respond to requests for comment.The auction's timing could change but the government plans to restart the mine next year, said Luu Anh Tuan, chairman of Vietnam Rare Earth JSC (VTRE), the country's main refiner and Blackstone's partner in the project.The proposed restart of Dong Pao - whose timeline, scale and degree of foreign financial support have not been reported previously - comes as many nations fret about their vulnerability to supply disruptions due to China's stranglehold on strategic minerals and its disputes with the U.S. and its allies. Beijing this year imposed export curbs on minor metals used in semiconductors, which an influential Chinese policy adviser warned was ""just a start"".Vietnam has the second-largest rare-earth deposits, according to the U.S. Geological Survey. But they have remained largely untapped, with investment discouraged by low prices that are effectively set by China because of its near-monopoly on the global market. Visiting Hanoi this month to upgrade bilateral relations, U.S. President Joe Biden signed an agreement to boost Vietnam's ability to lure investors for its rare-earth reserves.In interviews with Reuters, 12 industry executives, investors, analysts and foreign officials described plans for Vietnam, including investments they said showed how talk of derisking supply chains to reduce reliance on China is translating into action. Some acknowledged the difficulties of forging a rare-earths hub but said the gambit could make Vietnam a viable player while assuaging strategic worries, even if China remained dominant.Kutscher said Blackstone's investment in the project would be worth around $100 million if it wins. She added that the company was talking to potential clients, including electric car makers VinFast (NASDAQ:VFS) and Rivian (NASDAQ:RIVN), about possible contracts with set prices that would shield suppliers from fluctuations and guarantee buyers a secure supply chain.Sealing such deals would address a hurdle faced by developers in Vietnam. In recent years, Japanese investors  Toyota  (NYSE:TM) Tsusho and Sojitz abandoned projects at Dong Pao after China ramped up supply, pummelling prices. The Japanese firms did not respond to requests for comment.Yet despite the focus on derisking, it is unclear whether clients would be ready to pay a premium for Vietnam, said Dylan Kelly, of investment firm Terra Capital, noting the market in general was opaque.Asked about VinFast's potential involvement, a spokesperson for parent company Vingroup said the group's entity in charge of raw-material procurement, VinES, had no current plans with Blackstone involving rare earths. He did not address subsequent questions about VinFast specifically.Rivian did not reply to a request for comment.RIVALLING MOUNTAIN PASSEffective exploitation of Dong Pao - which has sat dormant for at least seven years, according to an official at state-controlled miner Lavreco, which owns a concession - would propel Vietnam into the top league of rare-earths producers.But refining rare earths is complex, and China controls many processing technologies. Dong Pao's estimated deposits also need to be reassessed with modern methods, according to Blackstone.Still, rare earths at Dong Pao are relatively easy to access and are mostly concentrated in bastnaesite ores, according to the Hanoi University of Mining and Geology. These are typically rich in cerium, used in flat screens, and lanthanides, such as praseodymium and neodymium, which go into magnets.Tuan said VTRE hoped to win a concession that would allow it to extract about 10,000 metric tons of rare-earth oxide (REO) equivalent a year, roughly one-third of the mine's expected annual output. Production could start around the end of 2024, he said.That would put Dong Pao's output slightly below that of California's Mountain Pass, one of the world's largest mines, which produced 43,000 metric tons of REO equivalent in 2022, according to the USGS.Vietnam also plans to develop additional mines. In July, Hanoi set a target to produce up to 60,000 tons of REO equivalent a year by 2030. China set a domestic quota of 210,000 tons last year.Those goals would see Vietnam producing 5% to 15% of China's projected output by the decade's end, said David Merriman, a research analyst at consultancy Project Blue, who expects China to increase production over that period. Vietnam's targets were ""ambitious, though they are not entirely out of the question"", he said.U.S. ENCOURAGEMENT The U.S. agreed during Biden's visit to help Vietnam better map its rare-earths resources and ""attract quality investment"", according to a White House fact sheet, a move that could encourage U.S. investors to bid for Vietnam's new concessions.Reuters could not determine whether concrete plans involving U.S. investors exist at this stage. Officials at the U.S. embassy in Hanoi, the White House and Department of Commerce did not reply to requests for comment. But recent U.S. attempts to gain a foothold in the Vietnamese industry did not succeed, said John Rockhold, a consultant to the rare-earths sector and president of the Hanoi chapter of the U.S. Chamber of Commerce, adding that one such plan involving VTRE collapsed this year. That plan would have involved the shipment to the U.S. of rare earths refined by VTRE and possible future investment in Vietnam of $200 million, according to a non-public report for unspecified U.S. investors seen by Reuters. VTRE confirmed the shipment deal had foundered.Instead, VTRE in April announced a deal to supply 100 metric tons of rare-earth oxides this year to Australian Strategic Materials. ASM declined to comment on Dong Pao's exploitation.Blackstone, which is a partner in that deal, operates a nickel mine in Vietnam and has determined that its processing facility in the country could handle ore from Dong Pao, according to a company statement.FROM ORE TO MAGNETUltimately, VTRE plans to play a role in the whole rare-earth industry from ore extraction to the final products, said Tuan, who with his wife owns most VTRE shares, according to a list of shareholders he showed to Reuters. Blackstone said the ownership information accorded with its assessment following due diligence.This is not an easy feat. The U.S. currently exports its rare-earth ores to China for processing as it lacks its own facilities.An existing VTRE factory in northern Vietnam specialises in separating rare-earth oxides from the extracted ore. The plant has capacity to process 5,000 tons of REO a year but the company plans to treble that to accommodate input from Dong Pao, Tuan said.Once separated, oxides are turned into metals for use in magnets and other industrial applications. The metallization process is controlled by China, which produces 90% of rare-earth metals, according to the U.S. Department of Energy.But VTRE is running a pilot project to build a metallization factory with South Korea's Setopia, said Setopia, which has no previous experience in the sector.The initial combined investment would be around $4 million, mostly from Setopia, a Setopia official told Reuters, with a plant possibly ready next year.In the downstream industry, South Korean and Chinese magnet firms are set to open factories in Vietnam, Reuters reported in August.Dudley Kingsnorth, a professor at the Western Australian School of Mines at Curtin University, said Vietnam had some way to go, including in improving environmental practices, to realise its rare-earth goals.Still, he said, Vietnam ""has the resources, the mining and processing expertise to provide alternatives to China"".  
",https://www.investing.com/news/stock-market-news/inside-vietnams-plans-to-dent-chinas-rare-earths-dominance-3181282
41,Tesla's Saudi Arabia expansion rumors dispelled by Musk: This week in EVs By Investing.com,"Published Sep 24, 2023 04:02AM ET","Position added successfully to: 
Investing.com -- Here is your weekly Pro Recap of the past week's biggest headlines in the electric vehicle space: Elon Musk claims WSJ report ‘utterly false’; VinFast posts impressive results; and EVs are taking over EU.Get news like this in real time by signing up for InvestingPro.Conflicting reports have emerged this week regarding Tesla's (NASDAQ:TSLA) potential expansion plans in Saudi Arabia. Initially, The Wall Street Journal reported that the EV giant was in preliminary discussions with Arab government about establishing a manufacturing facility in the country. Citing unnamed sources, the report highlighted potential challenges stemming from the complex relationship between Tesla's CEO, Elon Musk, and Saudi officials, as well as Saudi Arabia's existing collaboration with electric vehicle competitor Lucid Group (NASDAQ:LCID).If a deal were to materialize, it could have a significant impact on Tesla's ambitious goal of selling 20 million vehicles annually by 2030, as Elon Musk has previously suggested. This objective might require around twelve additional manufacturing facilities worldwide. Currently, Tesla manufactures vehicles in the United States, China, and Germany, with plans to expand operations into Mexico.However, the story took an unexpected turn when Elon Musk himself took to his social media platform ""X"" to deny The Wall Street Journal's report. Musk dismissed the article as ""another utterly false article from the WSJ.""The Wall Street Journal had based its report on information from unnamed sources who acknowledged that the talks between Tesla and Saudi Arabia were still in their early stages and could potentially fall apart.Shares of TSLA reached a weekly high of $272.13 on Wednesday before ending the week down 8%.As always, InvestingPro subscribers got this news first. Start your 7-day trial to get on board!Vietnamese automaker VinFast Auto (NASDAQ:VFS) is making significant strides. In its first quarterly report since going public in August, Vinfast announced a remarkable 131.2% increase in revenue. The company reported Q2 revenue of 7.95 trillion Vietnamese dong ($327 million) for the period ending on June 30th. This impressive growth can be attributed to a substantial surge in deliveries, with 9,535 vehicles delivered during the second quarter, marking a more than fivefold increase compared to the first quarter. In the first half of the year, Vinfast reported a total of 11,315 deliveries, showcasing its expanding presence in the electric vehicle market.Despite a history of losses, Vinfast achieved a valuation of approximately $85 billion upon its Wall Street debut, surpassing the valuations of U.S. automakers Ford (NYSE:F) and General Motors (NYSE:GM). This valuation surge was fueled by increased delivery volume and reductions in research and development expenses, leading to a reduction in net loss from 13.65 trillion Vietnamese dong to 12.54 trillion Vietnamese dong.Additionally, Vinfast CEO Thuy Le revealed plans to send the first batch of electric vehicles to Europe later this year, following regulatory approval. Approximately 3,000 VF8 crossover vehicles will be shipped to France, Germany, and the Netherlands during the fourth quarter from VinFast's manufacturing facility in northern Vietnam.This marks a significant expansion, surpassing their previous target of delivering 700 vehicles by July of the previous year. The move into the European market is strategically timed, given the European Union's investigation into Chinese electric vehicle manufacturers, potentially creating an opening for Vinfast.Shares of VFS ended the week down 3% to $15.63/sh.EVs made significant strides in the European market in August, with data released by the European Automobile Manufacturers Association (ACEA) revealing that slightly over 20% of all new cars purchased in the European Union were fully electric. This marked the first instance where EVs constituted more than a fifth of total sales, with close to 1 million fully-electric vehicles sold in the EU over the initial eight months of 2023.Volkswagen (OTC:VLKAF), Europe's leading car manufacturer, reported a notable 21.2% increase in sales for August, according to the ACEA. Stellantis (NYSE:STLA) and Renault (OTC:RNLSY) also experienced sales growth, with increases of 6.4% and 22.3%, respectively.",https://www.investing.com/news/stock-market-news/teslas-saudi-arabia-expansion-rumors-dispelled-by-musk-this-week-in-evs-3181199#comments
42,Ford offers Unifor wage increases up to 25% By Reuters,"Published Sep 23, 2023 09:26AM ETUpdated Sep 23, 2023 11:25AM ET","Position added successfully to: 
(Reuters) -Ford Motor has offered Canadian union Unifor wage increases of up to 25% in its tentative agreement, the union said on Saturday.The agreement provides a 10% wage increase for the first year followed by increases of 2% and 3% through the second and third year and a $10,000 productivity and quality bonus to all employees on the active roll of the company, Unifor said. The proposals also include an increase in the monthly basic benefit and special allowance in all class codes across defined benefit and hybrid pension plans and investments to help transition from traditional internal combustion engine (ICE) vehicle production to electric vehicle (EV) assembly facilities. Unifor, which represents about 5,600 Canadian auto workers, on Friday said that its Ford (NYSE:F) leadership group has voted unanimously to support the tentative agreement.Ford is also in the midst of contract negotiations in the U.S. with a strike by the United Auto Workers (UAW) union at its at the automaker's Wayne, Michigan assembly plant.The UAW began strikes on Friday against 38 parts distribution centers across the United States at GM and Stellantis (NYSE:STLA), extending its unprecedented, simultaneous strikes that began with one assembly plant each of the Detroit Three. The additional facilities added about 5,600 workers to the 12,700 already on strike.The UAW said on Friday that Ford had improved its contract offer, including boosting profit sharing and agreeing to let workers strike over plant closures but said the union still has ""serious issues"" with Ford and its workers would remain on strike at the automaker's Wayne, Michigan assembly plant. Unlike UAW, Unifor chose one of the Detroit Three as a ""target"" to negotiate with first - in this case, Ford - in a pattern bargaining tactic used to set the tone for subsequent deals with other companies.UAW President Shawn Fain said in a Facebook (NASDAQ:META) live event that by targeting distribution centers the strike becomes a nationwide event. He said he expected talks to continue through the weekend.The standoff is fueling worries about prolonged industrial action that could disrupt production and dent U.S. economic growth. A Reuters/Ipsos poll released on Thursday showed significant support by Americans for the striking auto workers. U.S. President Joe Biden said in a social media post on X, formerly known as Twitter, that he would come to Michigan on Tuesday ""to join the picket line and stand in solidarity with the men and women of UAW,"" while former President Donald Trump, who is seeking a new term, will be in Michigan on Wednesday to address auto workers, his campaign said.  
",https://www.investing.com/news/stock-market-news/canadian-union-unifor-says-ford-offers-wage-increases-of-10-for-first-year-3181052#comments
43,Oracle spends more than $100 million on Ampere chips By Reuters,"Published Sep 22, 2023 05:33PM ETUpdated Sep 22, 2023 06:25PM ET","Position added successfully to: 
(Reuters) -Oracle Corp agreed to prepay $104.1 million for processor chips made by startup Ampere Computing, according to Oracle (NYSE:ORCL)'s proxy statement filed on Friday.Oracle also invested $400 million in Ampere through a convertible note in its fiscal 2023, the proxy said.Ampere builds custom server chips based on Arm technology that compete with designs produced by Intel (NASDAQ:INTC) and Advanced Micro Devices (NASDAQ:AMD), which use X86. Oracle has invested hundreds of millions of dollars in Ampere since it was founded, according to filings.The idea behind the investment in Ampere – and its chip purchases - is to give Oracle's cloud an advantage over rivals. Amazon.com (NASDAQ:AMZN) makes its own server chips that compete with Ampere, and Google (NASDAQ:GOOGL) makes its own artificial intelligence processors.Ampere declined to comment. Oracle did not return a request for comment. 
",https://www.investing.com/news/stock-market-news/oracle-spends-more-than-100-million-on-ampere-chips-3180928
44,Trump lawyer says NY attorney general has no fraud case By Reuters,"Published Sep 22, 2023 06:17AM ETUpdated Sep 22, 2023 08:22PM ET","By Karen Freifeld and Jonathan StempelNEW YORK (Reuters) -A lawyer for Donald Trump on Friday accused New York Attorney General Letitia James of ignoring ""everything"" as she pursues a civil lawsuit alleging that the former president ran a systematic fraud at his family business.Christopher Kise, Trump's lawyer, made the accusation at a hearing in a New York state court, just 10 days before the scheduled Oct. 2 trial.Justice Arthur Engoron is considering arguments by Trump, his sons Donald Jr. and Eric, and the Trump Organization that the case should be thrown out because there was no fraud, no one was harmed, and the claims are too old.James, in contrast, wants a ruling even before the trial starts that the defendants are liable for fraud.Engoron plans to rule on Sept. 26 on both sides' motions, and suggested that bigger principles are at stake.""We're talking about fairness and honesty in the marketplace,"" he said at the hearing, which lasted nearly five hours. ""The fact that nobody was hurt doesn't mean the case gets dismissed.""James wants at least $250 million in penalties, and to bar Trump and his adult sons from running businesses in New York.Trump holds a big lead in the race for the 2024 Republican presidential nomination, despite also facing four criminal indictments where he has pleaded not guilty.He has denied all wrongdoing, and branded the cases a Democrat ""witch hunt"" against him.THROUGH THE LOOKING GLASSJames accused Trump of lying in financial statements between 2011 and 2021 to obtain better terms on loans and insurance, defrauding banks and insurers.She said the lies included overvaluing properties including his Mar-a-Lago club in Florida and Trump Tower penthouse in Manhattan, and inflating his fortune by as much as $3.6 billion.Kise said the evidence was not there, that James' contrary statements did not make it so, and that valuation disputes were immaterial.""The foundation of the case is to ignore everything,"" Kise said. ""The case comes down to prosecuting the defendants for engaging in successful business transactions.""James maintains that Trump knew his valuations were false.This allegedly included valuing Mar-a-Lago at $739 million by pretending it was unrestricted property though Trump had given up rights to develop it other than as a club, and reporting that the penthouse was nearly triple its actual size.""In (the) defendants' world, there's no objective truth,"" said Andrew Amer, a lawyer from James' office. ""Defendants have clearly stepped through the looking glass.""LAWSUIT AGAINST JUDGEIn June, a state appeals court in Manhattan dismissed claims against Trump's daughter Ivanka Trump and various other claims predating July 2014 or February 2016 because of statutes of limitations.The court left it to Engoron to determine which parts of the case could proceed. Engoron will also rule on James' request to sanction the defendants for repeatedly raising ""frivolous"" arguments he had already rejected.At Friday's hearing, the judge appeared dissatisfied when Kise suggested that banks might not have relied on Trump's valuations when making loans.""You cannot make false statements and use them in business,"" Engoron said, banging his fist.Last week, Trump sued Engoron, accusing him of taking too long to narrow the case.The lawsuit sought to delay the trial, to allow the defendants to prepare properly after Engoron decides which claims the attorney general can pursue.Defense lawyers have also accused James of ignoring the June appeals court decision.The appeals court is expected to decide next week whether the trial should proceed as scheduled. 
",https://www.investing.com/news/stock-market-news/trump-ny-attorney-general-to-argue-over-scope-of-looming-fraud-trial-3180480
45,Bank of America shares extend losses for the sixth consecutive day By Investing.com,"Published Sep 22, 2023 05:51PM ET","Position added successfully to: 
Position added successfully to: 
Following a challenging trading session on Friday, Bank of America Corp (NYSE:BAC).'s share price continued its downward trend, marking the sixth consecutive day of losses. The banking giant's shares decreased by 1.46%, closing at $27.64.The bearish trend in Bank of America's stock performance coincides with a broader market downturn. On Friday, the S&P 500 Index SPX fell by 0.23% to settle at 4,320.06 points, while the Dow Jones Industrial Average DJIA also declined by 0.31%, closing at 33,963.84 points.This recent series of declines for Bank of America Corp. indicates a challenging period for the company's stock performance amidst an overall gloomy trading session.This article was generated with the support of AI and reviewed by an editor. For more information see our T&C.",https://www.investing.com/news/stock-market-news/bank-of-america-shares-extend-losses-for-the-sixth-consecutive-day-93CH-3180932
46,Rite Aid plans to shut down hundreds of stores in bankruptcy - WSJ By Reuters,"Published Sep 22, 2023 06:42PM ET","Position added successfully to: 
(Reuters) - Rite Aid (NYSE:RAD) is negotiating with creditors over the terms of a bankruptcy plan that would include liquidating a substantial portion of its more than 2,100 drugstores, the Wall Street Journal reported on Friday, citing people familiar with the talks.The company has proposed to close roughly 400 to 500 stores in bankruptcy, and either sell or let creditors take over its remaining operations, according to the report.Given the conversations remain ongoing, no decisions have been made at this time, Rite Aid said.The company operates more than 2,330 stores in 17 U.S. states, although it is much smaller than rivals such as Walgreens Boots Alliance (NASDAQ:WBA) and CVS Health (NYSE:CVS).  
",https://www.investing.com/news/stock-market-news/rite-aid-plans-to-shut-down-hundreds-of-stores-in-bankruptcy--wsj-3180939
47,Striking Hollywood writers reach tentative deal with studios By Reuters,"Published Sep 24, 2023 10:28PM ETUpdated Sep 24, 2023 10:41PM ET","By Dawn Chmielewski and Lisa RichwineLOS ANGELES (Reuters) -Hollywood writers reached a tentative labor agreement with major studios on Sunday, the Writers Guild of America said, a deal expected to end one of two strikes that have halted most film and television production and cost the California economy billions.The three-year contract must be approved by members of the WGA, which represents 11,500 film and television scribes, before it can take effect. In a brief statement, the WGA said the agreement was ""made possible by the enduring solidarity of WGA members and extraordinary support of our union siblings who joined us on the picket lines for over 146 days.""The WGA settlement, while a milestone, will not return Hollywood to work. The SAG-AFTRA actors' union remains on strike.Writers walked off the job on May 2 after negotiations reached an impasse over compensation, minimum staffing of writers' rooms, the use of artificial intelligence and residuals that reward writers for popular streaming shows, among other issues.The Alliance of Motion Picture and Television Producers, the trade group representing Walt  Disney  (NYSE:DIS), Netflix (NASDAQ:NFLX), Warner Bros Discovery (NASDAQ:WBD) and other major studios, did not immediately respond to a request for comment. 
",https://www.investing.com/news/stock-market-news/writers-reach-tentative-labor-agreement-with-hollywood-studios-3181295
48,"No deal yet as Hollywood writers, studios talk for third straight day By Reuters","Published Sep 22, 2023 11:57PM ETUpdated Sep 23, 2023 09:30AM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By Lisa Richwine and Dawn ChmielewskiLOS ANGELES (Reuters) -Striking Hollywood writers and top studio executives met for a third straight day on Friday, ending with a decision to continue talks on Saturday as they try to end a work stoppage that has shut down film and TV production for months. While workers across the entertainment industry waited for word of the outcome, no agreement was announced as the strike reached its 144th day.The WGA said in a statement early on Saturday that the two sides would meet again on Saturday.Walt  Disney  (NYSE:DIS) CEO Bob Iger, Netflix (NASDAQ:NFLX) Co-CEO Ted Sarandos, Warner Bros Discovery (NASDAQ:WBD) CEO David Zaslav and Donna Langley, chairman of Comcast (NASDAQ:CMCSA)'s NBCUniversal Studio Group, took part in the talks with the Writers Guild of America (WGA) for a third day. Representatives for the Alliance of Motion Picture and Television Producers, which represents the studios, had no comment.While the two sides met, union members turned out in large numbers in response to an appeal from WGA negotiators on Thursday to flood picket lines outside the studios. In the crowd outside Netflix on Friday was ""Mad Men"" creator and writer Matthew Weiner, who like others voiced optimism that the recent talks signaled progress was being made.""I'm hopeful,"" Weiner said of the possibility that the strike could be coming to an end. ""I would like to go back to work and I would like to start mending these relationships."" Roughly 11,500 WGA members walked off the job in May, demanding higher pay and residuals in the streaming TV era plus limits around the use of artificial intelligence.Producer and WGA member Al Septien, also picketing outside Netflix on Friday, said he wanted to get back to work, but only under the right terms.""We've been out here a long time. We don't want to fold for a less-than-fair and good contract for the writers,” he said.The SAG-AFTRA actors union also is on strike after walking off the job in July.  
",https://www.investing.com/news/stock-market-news/no-deal-yet-as-hollywood-writers-studios-talk-for-third-straight-day-3180951#comments
49,Rupert Murdoch's 2023 pay at Fox swells 24% to $22.9 million By Reuters,"Published Sep 22, 2023 05:25PM ETUpdated Sep 22, 2023 05:32PM ET","Position added successfully to: 
(Reuters) - Fox Corp's former chairman Rupert Murdoch's total compensation for 2023 climbed more than 24% to $22.9 million, a regulatory filing showed on Friday. The media mogul stepped down from his role on Thursday after a career spanning more than seven decades and handed the reins to his son, Lachlan Murdoch, who will become the sole chairman of News Corp (NASDAQ:NWSA) and continue as chair and CEO of Fox. Rupert Murdoch will be chairman emeritus of both companies.At Fox, his 2023 compensation includes an annual base salary of $5 million and about $7.6 million in stock awards and options. It also includes $4.4 million in incentive pay, the filing showed.Lachlan's compensation at Fox stands at $21.8 million for 2023, little changed from last year's $21.7 million. He is set to take over the Murdoch media empire at a time when the industry faces challenges ranging from dwindling traditional television viewership to copyright theft allegations. Separately on Friday, Fox nominated former Australian prime minister Tony Abbott AC and Magic Leap CEO Peggy Johnson to the company's board.  
",https://www.investing.com/news/stock-market-news/rupert-murdochs-2023-pay-at-fox-swells-24-to-229-million-3180927
50,"UAW strikes more GM, Stellantis facilities, cites progress in talks with Ford By Reuters","Published Sep 22, 2023 01:03AM ETUpdated Sep 22, 2023 11:21PM ET","Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
Position added successfully to: 
By David Shepardson and Joseph WhiteDETROIT (Reuters) -The United Auto Workers expanded its strikes against Detroit automakers General Motors (NYSE:GM) and Chrysler parent Stellantis (NYSE:STLA), but kept its Ford (NYSE:F) walkout limited to a single plant due to progress made in talks, the union said on Friday. The auto workers' union began strikes at noon EDT (1600 GMT) on Friday against 38 parts distribution centers across the United States at GM and Stellantis, extending its unprecedented, simultaneous strikes that began with one assembly plant each of the Detroit Three. The additional facilities added about 5,600 workers to the 12,700 already on strike.UAW President Shawn Fain said in a Facebook (NASDAQ:META) live event that by targeting distribution centers the strike becomes a nationwide event. He said he expected talks to continue through the weekend.Hours after Fain invited President Joe Biden to visit a picket line, Biden said in a social media post on X, formerly known as Twitter, that he would come to Michigan on Tuesday ""to join the picket line and stand in solidarity with the men and women of UAW."" He added: ""It’s time for a win-win agreement that keeps American auto manufacturing thriving with well-paid UAW jobs."" The president has been vocal in his support for the union's demands for better pay and benefits. Former President Donald Trump, who is seeking a new term, will be in Michigan on Wednesday to address auto workers, his campaign said.Fain said the decision on the expanded strike would impact consumers trying to obtain repair parts. The distribution centers are warehouses that ship parts to dealers and other retailers for use in repairs. ""We will be everywhere from California to Massachusetts, from Oregon to Florida."" At a GM parts distribution center outside Philadelphia, picketing workers said the strike will result in cars sitting longer for repairs but that is the only way to get the higher wages they seek.""If you look at the past few years, car prices went up 30% but our wages went up 6%. We are not the problem,"" said Thomas Morris, 60, who has worked at the center in Langhorne, Pennsylvania, for the past four decades. ""I understand it’s going to cost some pain for people, but we are just looking for fairness.""Fain said they have more work to do at Ford, but ""we do want to recognize that Ford is showing they're serious about reaching a deal."" He added: ""Stellantis and GM in particular are going to need some serious pushing."" He also threatened more action at Stellantis' critical parts plants in his hometown of Kokomo, Indiana. Stellantis has four factories in Kokomo that make engines and transmissions used widely across the automaker's product line. Stellantis has said it wants to be able to consolidate and close some of its parts distribution centers.Fain said Ford had improved its contract offer, including boosting profit sharing and agreeing to let workers strike over plant closures but said the union still has ""serious issues"" with Ford. GM said in a statement that UAW leaders are ""manipulating the bargaining process for their own personal agendas"" and called the strike escalation ""unnecessary."" Stellantis said on Thursday it made a ""very competitive offer"" and said the union's leadership seems ""more concerned about pursuing their own political agendas.""GM, which said it had contingency plans it did not specify to protect its business and customers, said it has made five separate offers to the union.Ford said it is continuing to negotiate, adding that ""we have more work ahead of us before we can reach an agreement."" Nearly 13,000 UAW workers walked out at plants in Missouri, Michigan and Ohio on Sept 15. Those plants produce the Ford Bronco, Jeep Wrangler and Chevrolet Colorado, alongside other popular models. But Ford and Canadian union Unifor reached a last-minute deal to avoid a walkout on Tuesday. Unifor's Ford leadership unanimously endorsed the tentative agreement late on Friday. Ratification meetings for members were set for Saturday, Unifor said.Wedbush Analyst Daniel Ives said this latest move by the UAW marks a divergence in the talks with the automakers.""The current deal is a torpedo to the business models of the Detroit 3,"" he said. ""To take a deal just to avoid a strike and get it done is great for the next 24 hours but a nightmare for the next 30 years.""Sam Fiorani, vice president of global vehicle forecasting at AutoForecast Solutions, said Ford's family-controlled structure gives it a different focus than the other two. ""GM and Stellantis are looking at stockholder value and Ford is looking a lot more long-term that they have to make friends with labor."" The standoff is fueling worries about prolonged industrial action that could disrupt production and dent U.S. economic growth. A Reuters/Ipsos poll released on Thursday showed significant support by Americans for the striking auto workers.The automakers have proposed 20% raises over 4-1/2 years, while the UAW is seeking 40%.The union also wants to eliminate wage gaps separating newer and older employees, as well as workers in certain component operations and those in assembly plants. Fain said on Friday that the union had negotiated the elimination of lower wage tiers in some components facilities at Ford and GM. But Stellantis has not agreed to raise wages at its MOPAR component operations, Fain said. 
",https://www.investing.com/news/stock-market-news/detroit-three-automakers-enter-final-hours-to-avoid-wider-uaw-strike-3180170
51,"Thailand expects Tesla, Google, Microsoft to invest $5 billion -prime minister By Reuters","Published Sep 24, 2023 01:45AM ETUpdated Sep 24, 2023 01:50AM ET","BANGKOK (Reuters) - Thailand's Prime Minister Srettha Thavisin said on Sunday the country expected to receive investment of at least $5 billion from Tesla (NASDAQ:TSLA), Google (NASDAQ:GOOGL) and Microsoft (NASDAQ:MSFT).""Tesla would be looking into an EV manufacturing facility, Microsoft and Google are looking at data centres,"" he said, without detailing whether the $5 billion was expected to be a combined investment or made individually by each company.Tesla, Google and Microsoft did not respond immediately to requests for comment.Srettha was speaking to reporters in Bangkok after attending the U.N. General Assembly in New York where he also held talks with company executives earlier this week. Fresh foreign investment would boost Thailand's flagging economy, which is expected to grow by 2.8% this year, less than previously projected, due to weaker exports. Srettha spoke with Tesla CEO Elon Musk last week about the electric vehicle sector. Thailand, Asia's fourth-largest automobile assembly hub, has been offering incentives to EV and battery makers, and tax cuts to local EV buyers, to remain a regional auto centre.  
",https://www.investing.com/news/stock-market-news/thailand-expects-tesla-google-microsoft-to-invest-5-billion-prime-minister-3181190
